-7.245220856311163971e+01 2.553646281912457283e+01
-7.396030754980961319e+01 7.262835203024684105e+00
-5.942410386318329074e+01 2.032738162830684558e+01
-7.338388032325417498e+01 4.803524683049205635e+01
-9.489502937343061717e+01 3.435567157807093963e+01
-9.217764407778713576e+01 7.354077485584956442e+00
-5.597963992072853046e+01 4.162240290092926642e+01
-2.891596231969226594e+01 -2.594795666485073227e+01
-7.610925503476124732e+00 -1.912642696088730787e+01
-3.231451631931993518e+01 -8.941157306515888692e+00
-1.393626312420959223e+01 -5.164726034355638262e+00
-5.041684140915897672e+01 -2.649320134181132147e+01
-3.779267480707269300e+01 -3.958270150759283723e+01
-1.271869554963962656e+01 -4.616318104373115006e+01
-3.258283186529370568e+01 2.014094165951151751e+02
-4.018931189709456220e+01 1.894557829994027429e+02
-2.764543136252780897e+01 2.215386095177167647e+02
-2.662095540028905916e+01 1.863101859420017092e+02
-7.801522507280847840e+00 2.048914432416192710e+02
-4.360558293088529780e+01 2.068596191087768545e+02
-4.826984023852618577e+01 -1.361302555525648472e+02
2.450293646399715897e+01 -1.203959966299854614e+02
-8.169151052326952822e+01 -7.524619931659741212e+01
-1.882658615727362701e+02 1.101983288254048290e+02
3.335845994486293620e+01 -8.894950042415567282e+01
-1.170843353206450956e+02 -1.941923777140598304e+02
1.500915729542328449e+02 6.834996402451984920e+01
-2.494052177199274922e+02 -1.029982079658084899e+02
-1.280846373617812617e+02 8.108380833389070119e+01
-1.777677425607379860e+02 -1.329438377910726103e+02
-1.562347527433684888e+02 -1.839412615279375416e+02
-1.802009576626145986e+02 2.759568162873140906e+01
1.363254884703198968e+02 1.164988362708941168e+02
-2.579402146027120466e+02 1.143048101884356669e+02
1.837023803467923244e+02 -3.502830850656755501e+01
-1.469077321773029894e+02 -1.491447573931191073e+02
8.177308131232693711e+01 -1.787882513940103335e+00
7.522118340878407139e+01 -1.778999849902261872e+02
8.891688101214280948e+01 1.425345183276647276e+02
1.158022954388883647e+02 2.211937838285646194e+02
2.227066191030658331e+02 -4.606937940998342640e+01
1.390363128505346992e+02 1.511496831033421415e+02
1.431771362559907459e+02 -2.064175887569791428e+02
7.275980794143048058e+01 2.211681889097156670e+02
-1.198599616515394075e+02 -3.068767977759904841e+00
1.803452177420258806e+02 8.628103235165949059e+01
-1.151499212798354819e+02 1.444100951690707291e+02
1.110188140359370550e+02 -1.237099147816196449e+02
-1.588678458417128070e+02 1.284070963855176046e+02
2.053294863070419467e+02 -1.023836602435487322e+02
8.842613349841276715e+01 -2.103598917411369200e+02
1.846869509741594229e+01 5.798976887713460115e+01
2.592600892764888272e+02 8.137448408182146409e+01
-4.647306637198194323e+01 1.237390635734164590e+01
1.731642197722617027e+02 4.933752323310189070e+01
1.046158024006876133e+02 9.164640218374535152e+01
-1.288334131234898052e+02 9.008356211442647421e+00
-7.567618929451990084e+01 1.700711612173892320e+02
1.757469214580401058e+02 -1.662688741127580556e+02
-8.250629541598335948e+01 8.716475225869901067e+01
7.530865158713150720e+01 -1.465578081589421515e+02
2.362275274028189376e+00 -3.982767622695855181e+01
-6.324798909579213557e+01 -2.304688731771210257e+02
1.568181982092813485e+02 1.383125245685998266e+02
6.207645039334992276e+01 1.717750736357561436e+02
-3.128939458712840249e+01 6.493906940925039351e+01
6.224348356885498035e+00 1.435530151990480796e+01
-6.575133009541309193e+00 1.794161870817888200e+02
1.112826745574406431e+02 -3.168662746241933093e+01
-2.404742234813656694e+02 1.472876205461094834e+01
1.349092238718334897e+02 1.334127181986509925e+01
-1.135766540421964095e+02 -2.201405950002842928e+02
-1.325655978349569466e+02 -2.523657361347052586e+02
-4.915081447065169584e+01 -1.018696639165731739e+02
-2.052542751540303811e+02 -1.490426864858698366e+02
-1.676011008827014734e+02 1.605662995098058730e+02
1.433847350238438700e+01 -1.831537685160627689e+02
2.167707317865626351e+02 5.622297453501143139e+01
-8.266875760243200943e+01 -1.229040098967987831e+02
1.602656948199943088e+02 2.127315580411418807e+02
-1.374190293502321651e+02 2.378342020423314409e+02
-2.392291136463879866e+02 -3.034930494833409753e+01
-1.001632271280289821e+01 -2.088913966611108037e+02
7.289338556775581424e+01 -9.523927284626748246e+01
-1.205660743487992335e+02 -1.376527611078779785e+02
7.070571398543800967e+01 1.048084963765326449e+02
-9.016885177960568853e+01 2.570146299168517885e+02
-1.466968088675539548e+02 -6.355685765253456054e+01
5.148539526564172775e+01 -8.414814261869034695e+00
-2.256358295847453803e+02 4.938836587658433785e+01
1.777849312705787952e+02 -8.946620238997344643e+01
-1.947175738583243287e+02 -9.678500975947902418e+01
2.725564664747185475e+02 5.839653267096318245e+01
-4.594116758458872596e+01 -7.007232923496684407e+01
